tutorial,id,name,school,gender,cgpa,team
,,Violet Wang,CCDS,Female,4.0,711
,,Jonathan Ramirez,CEE,Male,4.19,712
,,Samuel Lin,CCDS,Male,4.12,712
,,Duncan Lee,CoB (NBS),Male,4.0,712
,,Aditi Verma,EEE,Female,4.0,712
,,Charlotte Anderson,CoE,Female,4.0,712
,,Owen Lee,CCDS,Male,4.19,713
,,Samia Bukhari,LKCMedicine,Female,4.17,713
,,Ivan Novikov,CoB (NBS),Male,4.0,713
,,Sameer Kapoor,CCDS,Male,4.0,713
,,Jessie Tan,CCEB,Female,4.0,713
,,Khalil Khan,CCDS,Male,4.19,714
,,Min-Seok Lee,CCEB,Male,4.12,714
,,Omar Tan,CCDS,Male,4.05,714
,,Lily Moore,NIE,Female,4.05,714
,,Charlotte Foster,CEE,Female,4.0,714
,,Jamal Karim,EEE,Male,4.19,715
,,Areeba Ahmad,CoB (NBS),Female,4.17,715
,,Rohan Joshi,EEE,Male,4.05,715
,,Lisa Lim,NIE,Female,4.05,715
,,Ahsan Iqbal,EEE,Male,4.0,715
,,Gabriel Edwards,EEE,Male,4.19,716
,,Tam Vo,CEE,Male,4.12,716
,,Nina Ong,CoB (NBS),Female,3.93,716
,,Talha Ali,EEE,Male,4.05,716
,,Raegan Chen,CCEB,Female,4.0,716
,,Leonardo Wu,SPMS,Male,4.19,717
,,Elena Tan,SSS,Female,4.17,717
,,Yuri Salazar,MAE,Male,4.05,717
,,Lucas Kim,NIE,Male,3.95,717
,,Caiyun,EEE,Female,4.0,717
,,Hao Ren,CoE,Male,4.19,718
,,Aiko Yoshikawa,CoB (NBS),Female,4.17,718
,,Yusuf Bin Ahmad,SoH,Male,4.0,718
,,Lu Jian,CoB (NBS),Female,4.05,718
,,Kah Ying,SPMS,Male,4.0,718
,,Thomas Lee,EEE,Male,4.19,719
,,Pooja Verma,MAE,Female,4.22,719
,,Scott Santos,CCDS,Male,4.05,719
,,Wei Chen,CoB (NBS),Female,4.05,719
,,Ali Hasan,EEE,Male,4.0,719
,,Zhi Qi Tan,CoE,Male,4.19,720
,,Gracie Scott,EEE,Female,4.22,720
,,Naim Bin Mohamad,CCEB,Male,4.05,720
,,Vina Safira,CoB (NBS),Female,4.05,720
,,Chad Tan,CoB (NBS),Male,3.95,720
,,Madison Scott,CoB (NBS),Female,3.92,721
,,Bennett Yang,SPMS,Male,4.12,721
,,Yuri Chekhov,EEE,Male,4.19,721
,,Kian Wei Lim,SBS,Male,4.05,721
,,Gwen Kwan,MAE,Female,4.0,721
,,Amelia Clark,SSS,Female,4.17,722
,,Rishabh Sharma,EEE,Male,4.19,722
,,Leonardus Budi,CEE,Male,4.05,722
,,Nora Howard,CoB (NBS),Female,4.05,722
,,Qing Wei Lim,CCDS,Male,4.0,722
,,Shreyas Nair,SPMS,Male,4.12,723
,,Nai Li,CCDS,Male,4.19,723
,,Karan Kapoor,NIE,Male,4.0,723
,,Hui Min Tan,ADM,Female,4.05,723
,,Una Kaur,CCEB,Female,4.0,723
,,Omar Peterson,CCDS,Male,4.12,724
,,Tristan King,SPMS,Male,4.19,724
,,Christian Liu,EEE,Male,4.05,724
,,Amira Wong,SSS,Female,4.05,724
,,Zahra Lestari,EEE,Female,4.0,724
,,Charu Iyer,SSS,Female,3.92,725
,,Zain Karim,EEE,Male,4.12,725
,,Leo Wilson,MAE,Male,4.19,725
,,Naresh Kumar,CCDS,Male,4.05,725
,,Kira Dewi,EEE,Female,4.0,725
,,Samantha Nguyen,MAE,Female,4.22,726
,,Mahesh Babu,EEE,Male,4.19,726
,,Sung-Jin Lee,WKW SCI,Male,4.0,726
,,Anika Iyer,CoB (NBS),Female,4.05,726
,,Yang Jun Lim,CEE,Male,4.0,726
,,Isabella Miller,SSS,Female,3.92,727
,,Luca Yang,CoE,Male,4.12,727
,,Lincoln Yang,SBS,Male,4.19,727
,,David Smith,SPMS,Male,4.05,727
,,Kaiming,SBS,Female,4.0,727
,,Mira Singh,ASE,Female,3.92,728
,,Leo Tan,EEE,Male,4.12,728
,,Winston Wong,SBS,Male,4.19,728
,,Harith Bin Rahman,EEE,Male,4.05,728
,,Farah Binti Omar,CCEB,Female,4.0,728
,,Arya Kapoor,CCEB,Female,3.97,729
,,Laurel Wu,CCEB,Female,4.22,729
,,Jett Liu,EEE,Male,4.19,729
,,Izzat Bin Mohd,LKCMedicine,Male,4.0,729
,,Zhang Yi,CoB (NBS),Male,3.95,729
,,Tina Li,SBS,Female,4.22,730
,,Jordan Washington,CEE,Male,4.19,730
,,Orion Setiawan,CCDS,Male,4.05,730
,,Peyton Villanueva,SSS,Female,4.05,730
,,Akira Nishida,EEE,Male,4.0,730
,,Yun Li,CCEB,Female,3.97,731
,,Maverick Brown,EEE,Male,4.12,731
,,Kenneth Tan,SBS,Male,4.19,731
,,Li Jun,CCDS,Male,4.05,731
,,Evelyn Yeo,CoB (NBS),Female,4.05,731
,,Olive Wang,CCDS,Female,4.22,732
,,James Li,EEE,Male,4.19,732
,,Jingyi,CoE,Male,4.05,732
,,Katherine Wood,SSS,Female,4.05,732
,,Matthew Wilson,CoE,Male,4.0,732
,,Fang Mei,MAE,Female,3.97,733
,,Sahara Chen,SoH,Female,3.92,733
,,Nida Malik,EEE,Male,4.12,733
,,Zane Lee,CEE,Male,4.19,733
,,Finn Walker,NIE,Male,4.0,733
,,Huma Malik,MSE,Female,4.22,734
,,Matthew Hall,EEE,Male,4.19,734
,,Amina Binti Noor,SoH,Female,4.05,734
,,Irfan Bin Zain,MAE,Male,4.0,734
,,Aiwen Wang,ASE,Male,4.0,734
,,Zeeshan Bukhari,SSS,Female,4.17,735
,,Xiuqin,CoB (NBS),Female,4.05,735
,,Ji-Hoon Kim,SBS,Male,4.19,735
,,Uriah Wong,EEE,Male,4.05,735
,,Pengfei,CCEB,Male,4.0,735
,,Ella Young,ASE,Female,3.92,736
,,Riley Tsai,CoB (NBS),Female,3.92,736
,,Victor Andreyev,EEE,Male,4.12,736
,,Kenta Hashimoto,SPMS,Male,4.19,736
,,Faisal Rehman,CCDS,Male,4.05,736
,,Sophie Chen,CoB (NBS),Female,4.17,737
,,Leona Chua,CoB (NBS),Female,4.05,737
,,Riley Adams,SPMS,Male,4.0,737
,,Harsh Kumar,CCEB,Male,4.19,737
,,Min Yi Tan,EEE,Male,4.05,737
,,Ivy Pineda,CCEB,Female,4.22,738
,,Sophie Lee,WKW SCI,Female,3.92,738
,,Zheng Hao Tan,SPMS,Male,4.0,738
,,Luke Price,SPMS,Male,4.19,738
,,Aidan Foster,CCDS,Male,4.05,738
,,Nicolas Zhao,MAE,Male,4.12,739
,,Alyssa Carter,EEE,Female,3.97,739
,,Kaira Tan,SSS,Female,3.92,739
,,Josh Thompson,EEE,Male,4.19,739
,,Qian Yu Tan,CCEB,Male,4.05,739
,,Dante Zhang,CEE,Male,4.12,740
,,Ava Carter,CCEB,Female,3.97,740
,,Lily Gonzalez,CoB (NBS),Female,3.92,740
,,Levi Morgan,MAE,Male,4.19,740
,,Santiago Huang,EEE,Male,4.05,740
,,Lucas Zhang,CCEB,Male,4.12,741
,,Emily Mitchell,CoB (NBS),Female,3.92,741
,,Lai Thi Ngan,CoB (NBS),Female,3.92,741
,,Daniel Koh,EEE,Male,4.19,741
,,Zhou Yu,CEE,Male,4.05,741
,,Xiao Ling,SBS,Male,4.12,742
,,Hui Ling,SSS,Female,3.92,742
,,Riya Singh,NIE,Female,3.92,742
,,Anderson Wu,SPMS,Male,4.19,742
,,Mohd Rizal Bin Hassan,EEE,Male,4.05,742
,,Lucas Wang,CoE,Male,4.12,743
,,Leila Wong,MAE,Female,3.97,743
,,Tyler Moore,MAE,Male,4.19,743
,,Wendy Au,SSS,Female,3.92,743
,,Colton Harris,CCDS,Male,4.05,743
,,Elaine Tan,EEE,Female,4.22,744
,,Lucas Thompson,CoE,Male,4.0,744
,,Liam Hill,MAE,Male,4.19,744
,,Aarav Sharma,CoB (NBS),Male,4.0,744
,,Sophie Ross,CoB (NBS),Female,3.92,744
,,Zoe Wang,SBS,Female,4.22,745
,,Wei Chen,EEE,Male,4.0,745
,,Michael Young,CoE,Male,4.19,745
,,Vignesh Nair,SPMS,Male,4.05,745
,,Lily Smith,CoB (NBS),Female,3.92,745
,,Selina Loh,CoB (NBS),Female,3.91,746
,,Kelly Lim,EEE,Female,3.96,746
,,Rio Yang,CoE,Male,4.12,746
,,Nash De Leon,CCDS,Male,4.19,746
,,William Taylor,CoB (NBS),Male,4.0,746
,,Ying Zhao,CoB (NBS),Female,3.91,747
,,Janet Wong,EEE,Female,3.96,747
,,Patrick Villanueva,SBS,Male,4.12,747
,,Owais Tariq,EEE,Male,4.19,747
,,Yang Jun Lim,CoE,Male,4.05,747
,,Jin Ping,CEE,Male,4.12,748
,,Sharon Tan,CoB (NBS),Female,3.91,748
,,Ximena Li,CoB (NBS),Female,4.05,748
,,Grayson Li,EEE,Male,4.19,748
,,Liam Wu,CEE,Male,4.05,748
,,Alice Liu,SPMS,Female,4.22,749
,,Sara Yong,CoB (NBS),Female,4.05,749
,,Li Wei Tan,EEE,Male,4.0,749
,,Kelvin Tan,SBS,Male,4.19,749
,,Haris Malik,CEE,Male,4.05,749
,,Sienna Lee,CCDS,Female,3.88,750
,,Yang Zhang,CoB (NBS),Male,4.07,750
,,Paloma Chang,CCDS,Female,3.96,750
,,Imran Khan,MAE,Male,4.19,750
,,Kiran Nair,EEE,Male,4.05,750
,,Sofia Chandra,CCDS,Female,4.22,751
,,Fiona Chang,CoB (NBS),Female,4.05,751
,,Rizqi Bin Farhan,CCDS,Male,4.0,751
,,Simon Zhao,CCDS,Male,4.19,751
,,Landon Liu,CoE,Male,4.05,751
,,Shalini Pillai,MSE,Female,4.22,752
,,Eka Ramadhan,SoH,Female,4.05,752
,,Rajesh Iyer,SPMS,Male,4.0,752
,,Mohsin Ali,CCDS,Male,4.19,752
,,Heng Wei,CoB (NBS),Male,4.0,752
,,Lana Turner,CoB (NBS),Female,4.17,753
,,Disha Sharma,SSS,Female,3.91,753
,,Derek Scott,SBS,Male,4.0,753
,,Felix Lim,SBS,Male,4.19,753
,,Tariq Khan,NIE,Male,4.0,753
,,Jasper Lim,SPMS,Male,4.12,754
,,Nadia Ali,LKCMedicine,Female,3.91,754
,,Maya Khan,CoB (NBS),Female,4.05,754
,,Aarav Kumar,EEE,Male,4.19,754
,,Peizhen,CoE,Male,4.05,754
,,Ali Abubakar,CEE,Male,4.12,755
,,Rachel Ong,EEE,Female,3.96,755
,,Atsuko Taniguchi,SSS,Female,3.91,755
,,Naman Singh,CCDS,Male,4.19,755
,,Amir Bin Khair,CEE,Male,4.05,755
,,Uday Singh,MAE,Male,4.12,756
,,Huma Qureshi,SoH,Female,3.91,756
,,Bushra Ali,CoB (NBS),Female,4.05,756
,,Jett Green,CEE,Male,4.19,756
,,Hui Ying Tan,CoB (NBS),Male,4.0,756
,,Sophia Thomas,SSS,Female,4.17,757
,,Gina Tam,WKW SCI,Female,3.91,757
,,Victor So,EEE,Male,4.0,757
,,Leo Turner,SBS,Male,4.19,757
,,Nianzu,WKW SCI,Male,4.0,757
,,Jin Ho,CoE,Male,4.12,758
,,Talia Wong,SSS,Female,3.91,758
,,Ella Lee,CoB (NBS),Female,3.91,758
,,Lucas Ong,CEE,Male,4.19,758
,,Riku Nakamura,CoB (NBS),Male,4.0,758
,,Jane Lee,SoH,Female,4.17,759
,,Brenda Li,LKCMedicine,Female,4.05,759
,,Irfan Bin Mohd,MAE,Male,4.0,759
,,Zane Chan,CEE,Male,4.19,759
,,Alexander King,SoH,Male,4.0,759
,,Winston Yang,MAE,Male,4.12,760
,,Siena Chang,CoB (NBS),Female,3.91,760
,,Autumn Powell,SSS,Female,4.05,760
,,Budi Santoso,CCDS,Male,4.05,760
,,Zachary Chen,EEE,Male,4.19,760
,,Sanya Ahuja,CoE,Female,4.29,761
,,Shun Takahashi,EEE,Male,4.12,761
,,Rani Kurnia,ADM,Female,4.05,761
,,Ashok Reddy,NIE,Male,3.95,761
,,Daniel White,NIE,Male,4.0,761
,,Felix Wong,SSS,Male,4.14,762
,,Isabella Ward,MAE,Female,3.88,762
,,Liam Torres,MAE,Male,4.12,762
,,Daisy Cheung,SBS,Female,3.96,762
,,Niko Setiawan,CEE,Male,4.05,762
,,Hikaru Sato,NIE,Male,4.14,763
,,Cameron Carter,CCDS,Male,4.12,763
,,Sophia Davis,MAE,Female,3.88,763
,,Ruocong,CoB (NBS),Female,4.05,763
,,Qasim Bin Noor,CEE,Male,4.05,763
,,Anil Reddy,SoH,Male,4.14,764
,,Aleksey Ivanov,CoE,Male,4.12,764
,,Stella Bryant,SBS,Female,3.88,764
,,Stella Peterson,CoB (NBS),Female,3.91,764
,,Zion Tan,SSS,Male,4.0,764
,,Nina Patil,NIE,Female,4.1,765
,,Nicolas Ramos,CoB (NBS),Male,4.14,765
,,Addison Young,SBS,Female,4.22,765
,,Misha Binti Noor,SoH,Female,4.05,765
,,Qingxian,EEE,Male,4.0,765
,,Hassan Farooq,ADM,Female,4.1,766
,,Hafiz Ahmad,WKW SCI,Male,4.14,766
,,Liam Ali,CoE,Male,4.12,766
,,Dylan Scott,CCEB,Male,4.0,766
,,Khushboo Malik,NIE,Female,3.91,766
,,Samantha Ong,SSS,Female,4.1,767
,,Siddharth Gupta,CoB (NBS),Male,4.14,767
,,Chloe Zhang,CCDS,Female,4.22,767
,,Dylan Chan,EEE,Male,4.0,767
,,Yuri Cruz,MSE,Male,4.0,767
,,Pallavi Kumar,SSS,Female,4.1,768
,,Karan Patel,WKW SCI,Male,4.14,768
,,Sophie Martinez,MAE,Female,4.22,768
,,Saad Khan,MAE,Male,4.0,768
,,Harsh Sharma,CEE,Male,4.0,768
,,Ping An,CoB (NBS),Female,4.1,769
,,Lucy Chen,SSS,Female,4.17,769
,,Omar Chen,CoB (NBS),Male,4.14,769
,,Pandu Rahmat,CEE,Male,4.0,769
,,Zeke Yang,EEE,Male,4.0,769
,,Fengguo,CoB (NBS),Female,4.1,770
,,Gabriel Edwards,EEE,Male,4.12,770
,,Eli Chen,SSS,Male,4.14,770
,,Santhosh Menon,CEE,Male,4.0,770
,,Fatima Iqbal,EEE,Female,3.96,770
,,Saira Iqbal,WKW SCI,Female,4.17,771
,,Anoushka Rao,SoH,Female,4.1,771
,,Derek Bautista,CoB (NBS),Male,4.14,771
,,Benedict Cruz,MAE,Male,4.0,771
,,Khalifah Binti Abd,CCEB,Male,4.0,771
,,Kieran Zhao,CoE,Male,4.12,772
,,Mariah Mendoza,SoH,Female,4.1,772
,,Jawad Khan,WKW SCI,Male,4.14,772
,,Panshi,CoB (NBS),Female,4.05,772
,,Landon Wood,CCDS,Male,4.0,772
,,Tess Tsai,CCEB,Female,4.22,773
,,Jasmine Khan,CoB (NBS),Female,4.1,773
,,Tristan Castillo,SSS,Male,4.14,773
,,Molly Tan,SSS,Female,4.05,773
,,Samiullah Tariq,CCDS,Male,4.0,773
,,Maximus Wright,SPMS,Male,4.12,774
,,Hui Yao Tan,SSS,Female,4.1,774
,,Hugo Lee,CoB (NBS),Male,4.14,774
,,Chester Lim,EEE,Male,4.0,774
,,Deepti Sharma,LKCMedicine,Female,4.05,774
,,Uma Lopez,CCDS,Female,4.22,775
,,Maya Alexander,ASE,Female,4.1,775
,,Samuel Davis,WKW SCI,Male,4.14,775
,,Harper Garcia,CoB (NBS),Female,4.05,775
,,Manoj Patel,CCDS,Male,4.0,775
,,Hong Mei,EEE,Female,4.22,776
,,Chloe Chen,CoB (NBS),Female,4.1,776
,,Victor Black,WKW SCI,Male,4.14,776
,,Wenyi,CEE,Male,4.0,776
,,Arvind Menon,CoB (NBS),Male,3.95,776
,,Gina Wong,ADM,Female,4.17,777
,,Lila Tan,SSS,Female,4.1,777
,,Dustin Young,CoB (NBS),Male,4.14,777
,,Sidharth Malhotra,SPMS,Male,4.0,777
,,Derek Johnson,CCDS,Male,3.9,777
,,Afreen Bukhari,MAE,Male,4.12,778
,,Shahida Khan,CoB (NBS),Female,4.1,778
,,Zeke Murphy,CoB (NBS),Male,4.14,778
,,Una Ningsih,ADM,Female,4.05,778
,,Minh Tran,MAE,Male,3.9,778
,,Sophia Lee,CCEB,Female,4.22,779
,,Ava Wilson,CoB (NBS),Female,4.1,779
,,Rishi Reddy,NIE,Male,4.14,779
,,Koh Wei,CCEB,Male,4.0,779
,,Dmitri Volkov,CCEB,Male,3.9,779
,,Shreya Rani,EEE,Female,4.22,780
,,Bella Torres,SoH,Female,4.1,780
,,Daniel Alonzo,CoB (NBS),Male,4.14,780
,,Obi Prabowo,CoE,Male,4.0,780
,,Dika Saputra,EEE,Male,3.9,780
,,Sana Menon,EEE,Female,4.22,781
,,Mia Wang,CoB (NBS),Female,4.1,781
,,Anushka Singh,SSS,Female,4.05,781
,,Leo Flores,ASE,Male,4.14,781
,,Roy Tan,CCDS,Male,3.9,781
,,Amelia Lewis,SPMS,Female,4.22,782
,,Natasha Wong,CoB (NBS),Female,4.1,782
,,Tran Thi Lan,CoB (NBS),Female,4.05,782
,,Zane Huang,SoH,Male,4.14,782
,,Toni Saputra,SPMS,Male,3.9,782
,,Lola Zhang,MAE,Female,4.22,783
,,Riya Chen,CoB (NBS),Female,4.1,783
,,Lily Wang,SSS,Female,4.05,783
,,Nitin Mehta,CoB (NBS),Male,4.14,783
,,Aldo Setiawan,CCEB,Male,3.9,783
,,Karen Wong,SBS,Female,3.95,784
,,Logan Martin,MAE,Male,4.12,784
,,Qiming,SSS,Female,4.1,784
,,Victor Wong,EEE,Male,4.0,784
,,Quinn Adams,ASE,Male,4.14,784
,,Charlotte Gonzalez,MAE,Female,4.22,785
,,Nurul Hani,SSS,Female,4.1,785
,,Bruno Alonzo,MAE,Male,4.0,785
,,Liam Johnson,NIE,Male,4.14,785
,,Elisha Wu,CCDS,Male,3.9,785
,,Emi Yamashita,CCDS,Female,4.22,786
,,Chunxiu,EEE,Male,4.0,786
,,Aoqin,CoB (NBS),Female,4.1,786
,,Isaiah Moore,WKW SCI,Male,4.14,786
,,Arvind Sharma,CCDS,Male,3.9,786
,,Iris Rivera,MAE,Female,3.95,787
,,Mansoor Qureshi,CEE,Male,4.12,787
,,Benjamin Zhu,CoE,Male,4.0,787
,,Tiantian,CoB (NBS),Female,4.1,787
,,Gavin Kim,WKW SCI,Male,4.14,787
,,Henry Tan,MAE,Male,4.12,788
,,Shiming,ADM,Female,4.05,788
,,Anita Wong,WKW SCI,Female,4.1,788
,,Liang Chen,SoH,Male,4.14,788
,,Jasbir Singh,CCEB,Male,3.9,788
,,Mia Hall,CCDS,Female,3.95,789
,,Lucas Chen,CCDS,Male,4.12,789
,,Tama Prabowo,SBS,Male,4.0,789
,,Kiran Nadar,CoB (NBS),Female,4.1,789
,,Ren Tan,WKW SCI,Male,4.14,789
,,Jaxon Lewis,EEE,Male,4.12,790
,,Sara Lim,SSS,Female,4.05,790
,,Yuna Lee,SoH,Female,4.1,790
,,Kamran Shah,SSS,Male,4.14,790
,,Daniel Chen,SBS,Male,3.9,790
,,Christopher Cox,CCDS,Male,4.12,791
,,Madiha Ali,CoB (NBS),Female,3.9,791
,,Arjun Singh,EEE,Male,4.0,791
,,Aiko Fujimoto,CoB (NBS),Female,4.1,791
,,Leo Xu,SoH,Male,4.14,791
,,Adrian King,CCDS,Male,4.12,792
,,Rita Rani,CoB (NBS),Female,4.05,792
,,Scarlett Coleman,ADM,Female,4.1,792
,,Levi Li,LKCMedicine,Male,4.14,792
,,Saul Huang,CCDS,Male,3.9,792
,,Jaxon Hall,MAE,Male,4.12,793
,,Jasmine Sari,SoH,Female,4.05,793
,,Neha Mehta,CoB (NBS),Female,4.1,793
,,Jonas Lee,CoB (NBS),Male,4.14,793
,,Umar Sembiring,CoE,Male,3.9,793
,,Sana Jain,SPMS,Female,4.22,794
,,Aarav Nair,CCDS,Male,3.89,794
,,Felix Tsang,MAE,Male,4.0,794
,,Dongmei,ADM,Female,4.1,794
,,Hunter Powell,NIE,Male,4.14,794
,,Priya Singh,SSS,Female,4.17,795
,,James Wright,CoE,Male,3.89,795
,,Chen Liu,EEE,Male,3.89,795
,,Hazel Lim,ADM,Female,4.1,795
,,Zachary Wu,NIE,Male,4.14,795
,,Meera Singh,CoE,Female,4.22,796
,,Sebastian Wright,CEE,Male,4.0,796
,,Elias Carter,NIE,Male,3.95,796
,,Tessa Bennett,CoB (NBS),Female,4.1,796
,,Mohammad Ali,CoB (NBS),Male,4.14,796
,,Jett Morales,MAE,Male,4.12,797
,,Nafisa Ali,EEE,Female,3.95,797
,,Lucas Ramirez,EEE,Male,4.0,797
,,Indah Tanjung,CoB (NBS),Female,4.1,797
,,Erik Chen,SoH,Male,4.14,797
,,Darren Lee,CoE,Male,4.12,798
,,Caleb Yang,EEE,Male,3.89,798
,,Eshan,SoH,Female,4.05,798
,,Yvette Chan,SoH,Female,4.1,798
,,Victor Reyes,CoB (NBS),Male,4.14,798
,,Nia Wong,CCEB,Female,3.95,799
,,Kendrick Scott,MAE,Male,3.89,799
,,Feng Qian,LKCMedicine,Female,4.1,799
,,Leo White,CoB (NBS),Male,4.14,799
,,Samuel Wright,CoB (NBS),Male,4.08,799
,,Wen Jin Tan,SBS,Male,4.0,800
,,Kaito Saito,SBS,Male,3.89,800
,,Megan Wright,CoB (NBS),Female,4.1,800
,,Luka Liu,NIE,Male,4.14,800
,,Zohra Khan,SSS,Female,4.18,800
,,Owen Prabowo,CCDS,Male,4.0,801
,,Shahid Waseem,CoE,Male,3.89,801
,,Neelam Singh,SSS,Female,4.1,801
,,Fei Wang,LKCMedicine,Male,4.14,801
,,Scarlett Collins,CoB (NBS),Female,4.18,801
,,Pranav Nair,EEE,Male,3.89,802
,,Jing Xu,EEE,Male,3.89,802
,,Mira Binti Ali,LKCMedicine,Female,4.1,802
,,Kiran Mehta,SoH,Male,4.14,802
,,Ivy Lin,CoB (NBS),Female,4.18,802
,,Neelam Rani,CCEB,Female,3.95,803
,,Ethan Smith,EEE,Male,3.89,803
,,Violet Tsai,CoB (NBS),Female,4.1,803
,,Caleb Hughes,SSS,Male,4.08,803
,,Houston Chen,ADM,Male,4.14,803
,,Daniel Kim,CCDS,Male,3.89,804
,,Xiu Chen,CoB (NBS),Female,4.1,804
,,Eli Tan,MSE,Male,3.89,804
,,Samantha Ng,CoB (NBS),Female,4.18,804
,,Samuel Robinson,CoB (NBS),Male,4.14,804
,,Carter White,EEE,Male,4.0,805
,,Lin Chen,WKW SCI,Female,4.1,805
,,Nguyen Hoang Long,SPMS,Male,3.89,805
,,Tanvi Sinha,WKW SCI,Female,4.18,805
,,Liu Chen,ADM,Male,4.14,805
,,Sophie Reed,SSS,Female,4.23,806
,,Fiona Binti Wong,CoB (NBS),Female,4.1,806
,,Asher King,CCDS,Male,3.89,806
,,Xiang Chen,EEE,Male,3.89,806
,,Riley Parker,CoB (NBS),Male,4.08,806
,,Zeeshan Khan,SPMS,Male,4.0,807
,,Lola Lin,LKCMedicine,Female,4.23,807
,,Narin Tan,SoH,Female,4.1,807
,,Zachary Zhang,ADM,Male,4.08,807
,,Oliver Cheng,MSE,Male,3.89,807
,,Yasir Shah,SPMS,Male,4.0,808
,,Cary Tan,NIE,Female,4.1,808
,,Nina Lim,SoH,Female,4.23,808
,,Yasmin Yip,SSS,Female,4.18,808
,,Ali Raza,EEE,Male,3.89,808
,,Dante Wu,EEE,Male,4.18,809
,,Haroon Ali,WKW SCI,Male,3.95,809
,,Emma Thomas,SoH,Female,4.1,809
,,Sharon Lim,SSS,Female,4.18,809
,,Grayson Wright,EEE,Male,3.89,809
,,Gabriel Young,EEE,Male,3.88,810
,,Kendrick Alvarado,CCDS,Male,4.18,810
,,Hanafi Bin Mohd,SSS,Female,4.05,810
,,Priya Kaul,SSS,Female,4.1,810
,,Lily Mitchell,WKW SCI,Female,4.18,810
,,Kevin Brown,EEE,Male,4.18,811
,,Rohan Shah,CEE,Male,4.0,811
,,Viola Lim,SSS,Female,4.05,811
,,Samantha Chan,SSS,Female,4.1,811
,,Mateo Yang,WKW SCI,Male,4.08,811
,,Harvey Lim,MAE,Male,3.88,812
,,Mason King,CCDS,Male,4.18,812
,,Shreya Das,ASE,Female,4.05,812
,,Jack Morgan,NIE,Male,4.08,812
,,Priya Tan,LKCMedicine,Female,4.1,812
,,Daiki Matsumoto,CCEB,Male,4.18,813
,,Harlan Perdana,SPMS,Male,4.0,813
,,Hassan Nawaz,CoB (NBS),Male,3.95,813
,,Mollie Edwards,SSS,Female,4.18,813
,,Samantha Hughes,LKCMedicine,Female,4.1,813
,,Rajiv Mehta,MSE,Male,3.88,814
,,Kohei Tanaka,ASE,Male,4.13,814
,,Aarav Gupta,SPMS,Male,3.88,814
,,Jade Chang,CoB (NBS),Female,4.18,814
,,Hannah Park,SSS,Female,4.1,814
,,Talha Malik,MSE,Male,4.18,815
,,Eva Cooper,SSS,Female,4.05,815
,,Maya Binti Azman,SSS,Female,4.05,815
,,James Taylor,CEE,Male,4.13,815
,,Kajal Desai,CoB (NBS),Female,4.1,815
,,Felix Lim,CCDS,Male,4.18,816
,,Dominic Yang,MAE,Male,4.0,816
,,Jamilah Binti Rahman,CoB (NBS),Female,4.05,816
,,Fang Ying,SSS,Female,4.18,816
,,Saman Bukhari,ASE,Female,4.1,816
,,David Phillips,CEE,Male,4.18,817
,,Rahul Joshi,EEE,Male,3.88,817
,,Zara Ho,SoH,Female,4.05,817
,,Zachary Allen,SoH,Male,4.08,817
,,Lian Zhang,CoB (NBS),Female,4.1,817
,,Marcus Lim,EEE,Male,4.18,818
,,Wenkai,SPMS,Male,4.0,818
,,Naina Choudhury,CoB (NBS),Female,4.05,818
,,Takahiro Nakashima,CCDS,Male,4.13,818
,,Evelyn Clark,ASE,Female,4.1,818
,,Adam Patterson,SPMS,Male,4.18,819
,,Nina Tan,NIE,Female,4.05,819
,,An Nguyen,MAE,Male,3.88,819
,,Renji Tanaka,SoH,Male,4.08,819
,,Uli Dwi,CoB (NBS),Female,4.1,819
,,Hina Waseem,CCDS,Female,3.95,820
,,Manoj Pillai,CEE,Male,4.18,820
,,Hendrik Surya,CEE,Male,4.0,820
,,Lucas Martinez,SPMS,Male,4.13,820
,,Rania Binti Ali,ADM,Female,4.1,820
,,Seth Li,EEE,Male,4.18,821
,,Yasir Shah,NIE,Male,3.95,821
,,Simon Li,CCDS,Male,3.88,821
,,Anisah Binti,CoB (NBS),Female,4.18,821
,,Ellie Rivera,SSS,Female,4.1,821
,,Caleb Hughes,ASE,Male,4.13,822
,,Samuel Tan,CCDS,Male,3.88,822
,,Upton Reyes,CCDS,Male,3.88,822
,,Rashid Khan,CoB (NBS),Female,4.18,822
,,Nadia Binti Ahmad,SSS,Female,4.1,822
,,Sadiya Iqbal,CoB (NBS),Female,4.05,823
,,Lucas Green,CCDS,Male,4.18,823
,,Peter Harris,MAE,Male,3.88,823
,,Daniel Robinson,SoH,Male,4.08,823
,,Bohan,SSS,Female,4.1,823
,,Ravi Kumar,SSS,Female,4.05,824
,,Isaiah Turner,EEE,Male,4.18,824
,,Mason Smith,SPMS,Male,3.88,824
,,Cheng Wei,NIE,Male,4.08,824
,,Layla Zhao,ADM,Female,4.1,824
,,Nurul Shafika,SoH,Female,4.09,825
,,Zhi Wei Lim,CEE,Male,4.0,825
,,Tilly Ramos,SSS,Female,4.05,825
,,Gaurav Dutta,SPMS,Male,4.18,825
,,Oliver Huang,CoB (NBS),Male,4.08,825
,,Ayesha Javed,SoH,Female,4.09,826
,,Fuzheng,CoB (NBS),Female,4.05,826
,,Aarav Mehta,CCDS,Male,4.18,826
,,Robert Jones,EEE,Male,3.88,826
,,Aria Wu,SoH,Female,4.18,826
,,Marco Garcia,CEE,Male,4.04,827
